# locus	allele	hash-type
hisD	ECYF2YOpFxCcVlYN3dpQaQ	md5
hisD	V/lTYsHg0NT8nnTPjw8JOg	md5
hisD	45eV74e2Ml+yxIl5BTphYg	md5
hisD	A1zPIkEp9pwbuEW38uMa0w	md5
hisD	S7FVwGsV2PC1SelimzlnEA	md5
hisD	aY2hAP6KVVAgB7IU8bN2iw	md5
hisD	7Y4nHNZdHKtVu//0clh7Vg	md5
hisD	Sa4j+g2ZZK8X8sm2NT7fCQ	md5
hisD	fNYs9oIA7hmQtakMIHc2Vg	md5
hisD	B+kWCqzWbkcOaOkniiRfzg	md5
hisD	OQE+Ko1gXkFHMjDC3WnE7w	md5
hisD	oeWkUu4+x4WjZrBoloVeyg	md5
hisD	vGiJF4lnYPjb7d8jsTtEVQ	md5
hisD	3P2HrgrFDulX1LflG+l9Fg	md5
hisD	fk4vM/oxzLYrIb+6r8TVag	md5
hisD	QzMJ1CAu+qSZwe1WHRK6nA	md5
hisD	x4xGDKX9BxfSGW9H10Vj9w	md5
hisD	G03Bj683J8hEmpyXGDmnig	md5
hisD	11F7z1za/NweGLGkLoO2hQ	md5
hisD	YyVjJPHJCqWmr7ioSFGp8g	md5
hisD	zPw8w5dFNXdf9TOoi0hWqw	md5
hisD	Y1cmxi6aDBfEJA0iGYj24g	md5
hisD	f0IavOgHTdKeyn8Lcf2lHQ	md5
hisD	pbRqKgdaEvRoqowczMLJNA	md5
hisD	U8x/dsGE2/RGVTPH6WnhGA	md5
hisD	XOE0kkBkTatlfqmfYYg53A	md5
hisD	0KjIvFn/HUeNNALwHKb7eg	md5
hisD	HXb2bbbwqkkO5BJFqvw8XQ	md5
hisD	djMVO6OGPxome8wHFzxvfA	md5
hisD	mmiRDtWUC6AMl6dnmqtvpg	md5
hisD	02qdWzpzjl2HiBOiL/b5aQ	md5
hisD	BJBqUXPqH+iFiHlkwBlbKQ	md5
hisD	JxqP4MHvNzlJTVh2YRYixw	md5
hisD	m7dxlU6VB2qwS4lBKycR/g	md5
hisD	8MSoW76ScQd1kvshYDwLJw	md5
hisD	E4Db5DyEESp3d1GKqnWSIA	md5
hisD	gUMl8RnO8JD1an4f+zyf9Q	md5
hisD	ZeKuvR45G81livOe//cO7g	md5
hisD	/rdX+UydtNtL9T/TQWtzTw	md5
hisD	BUKG0aTJJEmDKt99AgCH7A	md5
hisD	uOOO0is//tzhELAGtHID+Q	md5
hisD	iACr4o2kqIuWDQkv15NMmg	md5
hisD	l1D0XEDOhulMvzVwS1Krtw	md5
hisD	MxGg2uXENCLpEdFb2Y1gsw	md5
hisD	xyuh1UhfPoIlcmB89LnRag	md5
hisD	ojk0IpP1XHRtDSssYuyFYw	md5
hisD	xH8loK0J6T0hBgNNw5yiCg	md5
hisD	Sby5G0msy5QqKX1tn78xIw	md5
hisD	XyBzPnHXlRFhibylIh8n1g	md5
hisD	7GGovMyHbwTftFkz0CSE+A	md5
hisD	Xp0EiodLa7r77k8q9rfjiA	md5
hisD	ezuqJrG/565qbvg71syOXQ	md5
hisD	masxaGtG58a2n7JCVLMy4w	md5
hisD	VXUvYOWb+EprJqqgTbNRJg	md5
hisD	NRb/yPiNfhGtTk01wNug6Q	md5
hisD	n9965laBNs6PTbt6jCfRUQ	md5
hisD	ZetjfUBj6Q5yVokMLur8BA	md5
hisD	6Q/6QRvU9AAGBMORDN8EPg	md5
hisD	uwJuMKKZ6Kb5OUWp9PF4FA	md5
hisD	fhqua83h+/m5s5KDp7n+jg	md5
hisD	rclbSUBdVuMpL2eHqbHYlg	md5
hisD	vZLT0KcwE0nyQjj5EWOztw	md5
hisD	jCzcohw5ZtkkvZwEHfTFnQ	md5
hisD	V5bUez149xdo+Ew267vEkA	md5
hisD	P7GKd4h15SrPhGVgh8lTQA	md5
hisD	IjVZZV5u7g1oWE1vVYGHuw	md5
hisD	yj90fGC/R5vcu4k9PLhQLw	md5
hisD	HxhxyH3/29XqTf79tNXxwA	md5
hisD	Q713svSsxGNu160jC6vjXQ	md5
hisD	BVgwCrePXZfay2oyEuxEig	md5
hisD	S5O+350XkoVupQS4V7TbeA	md5
hisD	8mucv/rLad/sC9TjzLJkig	md5
hisD	TBKqEH2UMduQ+DvjOIALhg	md5
hisD	9oqsOBYHQ9uaVX9OZqXNfw	md5
hisD	g4Zc+XCsRMGLPvv93uRy9w	md5
hisD	Dg2HBzSuCcOElsK2AoFuWQ	md5
hisD	QFkTMrW/YIQG4q2YyI2FTA	md5
hisD	oSCTBUjWm0KGFxG6wtOpyQ	md5
hisD	2x6bqjNOlAh5Yk1OojVT0A	md5
hisD	eWHwULKujcFtvDvOr0hCjw	md5
hisD	0FPvHzT6MDM9cC6ew1CH3A	md5
hisD	oCOuZbh/j0Pe5iHem+Jl+A	md5
hisD	FoLwMmDLMffIG53makNH9A	md5
hisD	DyGk2FDUUbKZLqmVEQ67HA	md5
hisD	RYz++1g5oOpJr3fnVV9LtQ	md5
hisD	i0pVpWFbNbYlOSyRsp6G4w	md5
hisD	qYby5PP2rCaD+KjshAnw2Q	md5
hisD	k6BJLRxdbsDsgGvJ7yIX5w	md5
hisD	kqZqtEP2zcfSuulWLIEviQ	md5
hisD	DlvUoZzJgaga5gxG8L6eLg	md5
hisD	dZEPuSMWqVYosncVdcLrXQ	md5
hisD	iks9mLi9BejhQseXnFHCLg	md5
hisD	ReY239SIb3iIRto6/Naeyg	md5
hisD	65HCUrHmJvfD1UyuVHrCFw	md5
hisD	LGCyPrCtEmqqMFU1vSBQfQ	md5
hisD	HM8YXfCPPwcJ88DZMNiq6w	md5
hisD	PiEFC81jAY/ZkgCUGpTz8Q	md5
hisD	W3vFo5+EFyQToLDL6qPHdQ	md5
hisD	bDhtqDl7V4MIl/cVcM9/bQ	md5
hisD	S1vWTGYGK/RKQwv/miOy6A	md5
hisD	2vg3531jEhmbY8dVsKLewg	md5
hisD	BT8zqcNhO9yOiql1Rnq3yw	md5
hisD	3ThWhlnRifgPbzm97diF3Q	md5
hisD	3WgaTpoW00xkBPgh6DDe5A	md5
hisD	T6ZIyxkvjHoWdv9a1hN40w	md5
hisD	SuAlnfejzOjL8UyWaPZ/Gw	md5
hisD	Qiu8cTz79l+sBhJw3ySWNg	md5
hisD	7rClp2QvUcQw0TC1EaDQjA	md5
hisD	UBcf6+7b10OdbL0KU/vgsQ	md5
hisD	IEU3QRPlKuxnQggxI8F03w	md5
hisD	a9/+ZmIeQyIs+b/k8LsJvQ	md5
hisD	88bF8oEapVUx3bLmS6SsFg	md5
hisD	P5D9jAGJbkuNwxLtUVkLNA	md5
hisD	qvMyVeFvaRTUCgDGKW50jA	md5
hisD	EjLB54t/QMV0SnGzek4yLw	md5
hisD	kvXcQBevtbmk8rr4eGwhFQ	md5
hisD	xNLiButsLmpUE2pNo2CtJw	md5
hisD	jxd7kgG8V2nQPhWyykoUWg	md5
hisD	SVbPtJ1o1hto+j1xDNxysQ	md5
hisD	1OGB0OdmQ8v1KTQeztB9Yg	md5
hisD	jaI3L2pl5y+n+xXi4E3wSw	md5
hisD	hsYtAN0qm4AHaE4fXXGNwA	md5
hisD	bS4ALHNc5RMAsBLFyRDQSw	md5
hisD	exfGy0vxKSbpg/tPXWWhhQ	md5
hisD	ly7DJrf6lmHblgcJ70YEYA	md5
hisD	z+uvzpuDQ3toNts+TMPoxQ	md5
hisD	xqB3gk494knKNODJNyY+5g	md5
hisD	oSFDNUkdw1V4EQnJAwg1uw	md5
hisD	bp/yxg26Z2aGDdtJjWNXTQ	md5
hisD	A2szzA685lTRYn12WHHfTg	md5
hisD	u98p8NkgJwgyDZLD3IaMgQ	md5
hisD	psjw9j8OijLcAwg2FIyTZQ	md5
hisD	5ZsYgqqiC5yFMCF3EQQJAA	md5
hisD	Rh5AsyiKTcX4/aYD/BLqcQ	md5
hisD	w8ZuMqq6qfXqaAYWTX0rxw	md5
hisD	2XgL+4UtnTaBwckDh00Nug	md5
hisD	f7De/JXWwzHzsCcGvOxv/g	md5
hisD	MEModM/4cZ8lUYDbZ3PEzg	md5
hisD	PJ7YTCfi2ydqu6k3h7Ks7w	md5
hisD	AMv48FxsQzsjzmJK6oAx+Q	md5
hisD	PSegZeRymD40GvmBVqOJ+A	md5
hisD	7J8tc6ZwccGak7NHb5Dl8A	md5
hisD	GoS5p9JbqoHoR+/ASnv6RQ	md5
hisD	nzMcSBKn1CtWct0hcI22pQ	md5
hisD	UT1EXvIQHGHWIMdqnOkH3A	md5
hisD	0cyLMtPtHgcyOTZZHG3eQQ	md5
hisD	zBfw6DeajJYVGCiMakzzvA	md5
hisD	ZdHyu8x6Suqz3A0WyRgB+Q	md5
hisD	RsTyag2SqtPPQ9PgYeQwEw	md5
hisD	1WGBIdKuvT+o/1kFUsZrsA	md5
hisD	uWh1pvFVQO3/JWmLdbmf9g	md5
hisD	FxQrFlwTiDU3ZpD/eRpfLQ	md5
hisD	sITzjalbHHGRQNUkT/AOdQ	md5
hisD	jalVSHUww4wJ/mKd+u+hNw	md5
hisD	h+lfknprDfNPlOL2ubBQBw	md5
hisD	DOLnocpRPHv5TPgfkv+NAQ	md5
hisD	unB56lkTDJM/+b14huhZag	md5
hisD	cYzjbU7/8fKG3VOkN0wLFQ	md5
hisD	mGlHILEOBylHYy6rTxSmtQ	md5
hisD	UWGijyUh36te/HOpZyYR7w	md5
hisD	qUayB+oIYRf0bX1g8NE57g	md5
hisD	RPd/e8kYUnrrflyYs9cHFw	md5
hisD	+PaQiZMW8UnCoKego2OqWw	md5
hisD	jmFNxA5Te34TXINyv3V7Lg	md5
hisD	tX/3ad1DlMZsbu1GGyAu2Q	md5
hisD	ciH4+7eQO1ul6chjudbXIg	md5
hisD	I6XP2oSbv5fWlBe2X7tVrg	md5
hisD	XxIK+LN0QFfH2DMqtLoz5A	md5
hisD	hSSLoz/rNBXsr5QyYDhktQ	md5
hisD	MUB6N5xnoK/q1YwCPdaDpQ	md5
hisD	E2UZ7N1WCQOH7rDW8kijFA	md5
hisD	nzJv3TladbhYVPivEaugIg	md5
hisD	XAigF2vrh7w/QFfcWjFRbw	md5
hisD	VXqksoG1REyb30NMEJM0FQ	md5
hisD	H6WZitR2apEsAMI1Hm3UAw	md5
hisD	tjkBg2Z+1pzCaRuDNkZDuQ	md5
hisD	fZIq9m8NtvBVdPTWiZy73Q	md5
hisD	r2DcIDDtP4MoeVKbj085qw	md5
hisD	iqY43tZx8bk/UeJQZM484w	md5
hisD	WQoe3Zc1bJFLHw/B2aheNQ	md5
hisD	OyHnVgoLHZni9O1VkEQ3OA	md5
hisD	GRY+JXYfaIOswlupExRZhg	md5
hisD	6e/KhtLWfWcl1/Tvx8trbw	md5
hisD	dziVbtW0AjrhQthgpM3qog	md5
hisD	JH4p0f+DfX3P9q9xMNybrQ	md5
hisD	qKnet/UDQBTRCvx5P5zuNw	md5
hisD	mNU+LuvNJmzEzTACv2MDCw	md5
hisD	p0eKKnB2aLIPvRMYTVg78Q	md5
hisD	ComCXJbLtH1CLg4P9b5MkQ	md5
hisD	yIYXQrV3m8nK4bJGfoBYUw	md5
hisD	2A/f+8eR/2m2zx/7JgcQXg	md5
hisD	ui+72C1q4nUQ8qVCObotJA	md5
hisD	5jr2fgw/OP+7x5Q63CEp+Q	md5
hisD	VzJd63gjqgJtw+h72FF5IA	md5
hisD	ur3D9N73Ni74vGur2o4tfg	md5
hisD	kfMOVlLTi6+VuwgPLpvcTQ	md5
hisD	eWnwYn3IgmzD19EC+w7csA	md5
hisD	tN5Y8srrGHfSwWTcY467Qg	md5
hisD	qYL9gnzQThOMok4Ia58ClQ	md5
hisD	fby1mMGRh8N3YP19+hqLyg	md5
hisD	oKQ4QgOmecUT7s5RDRnEKA	md5
hisD	ETOy5un+flywNuckGKofpA	md5
hisD	4komSdzPhFWSU/rlcJA51Q	md5
hisD	ZcQFAD57N0FY8cR2SunvRQ	md5
hisD	zTbSLVx1b1G61lNh4v1gXA	md5
hisD	62Gc42+3PvTeXnbjfwlHuA	md5
hisD	+Ld8CMNlesjkjeSi4TGeYQ	md5
hisD	0TmoUG1kXtozc7vQEyYCHg	md5
hisD	pStCbUIC2MvGwo4jClH2ww	md5
hisD	/SDOst4e7F80lJ57xF3Fdw	md5
hisD	bPALG/+ZG3EQJPfse/JKLQ	md5
hisD	HF+6iJVG0a0tEr6nHIADTg	md5
hisD	qlaeWt1P/fGoxCRcKoesWw	md5
hisD	rEmA/LCttSPxx2MciIPGwg	md5
hisD	zA6mRPW9Q1E1URk4UKE0FA	md5
hisD	ap4yN2EzAK9dCAVkbNnUTA	md5
hisD	Rl2N6M4mEdckWwZHiLC4Aw	md5
hisD	H0F+5LK4HSfSE9RfspnjdQ	md5
hisD	wRZ5kvc1nBkPGSkBnWRfMQ	md5
hisD	wBh3CKJNw3XVMzrFkrc+1A	md5
hisD	hzkhIgQAXmDxlqzzp0ba1Q	md5
hisD	24jyu7mo/MpS4uJogv0otg	md5
hisD	eDqLPyVqF02uVS6Z2xZn1Q	md5
hisD	6Ae07/srju+MYJQjhI95jg	md5
hisD	kbtjkEBbrq3DGK6lvvxqsQ	md5
hisD	wPmGqnsOXj7/yldusz9HsQ	md5
hisD	VIug9uEOB6u9y3G7CeXFvw	md5
hisD	MWNcqPPmKnFIKM/3jzxt1g	md5
hisD	PvIuevTBwVCslzwEFsnZEg	md5
hisD	9VjI4isBwP8XW6dQGoWMsg	md5
hisD	p3g3N60xvGIGjmM73rToBQ	md5
hisD	PmtaSjgReIZQN1BNDDpMmQ	md5
hisD	vzujYE2JcH1MQKnKUrrR8A	md5
hisD	ho7zdRNwkGsQgQ4b5exW2Q	md5
hisD	7x4sf+SYaaOv5CLXHqEdHw	md5
hisD	db/UMNLSuuPOeozB/E9/AA	md5
hisD	juZ1y/QK8gg0d5GiWAxQMg	md5
hisD	zYGKpSEltEx/QsiUiWDtkw	md5
hisD	KT1XprsMecpmtsAnqhDtnQ	md5
hisD	eFS7aPpeIDAVghhZNZkN0Q	md5
hisD	PeX/fQygsxk8kryc4CYWqQ	md5
hisD	P5z96eQK6J1TvAdH8c5vEA	md5
hisD	kqJUwuzcZDJa1r1NSeyDkQ	md5
hisD	lQlCS7tdwfkZEqPB//aWVw	md5
hisD	sseXf9ln2b37DanBje3n1Q	md5
hisD	h/4DzVPkOh9UMQCO9kvXDg	md5
hisD	YiCOz7DYN/730YMojOSAPQ	md5
hisD	xl24eQS5kzFT2ZpEjmyrCg	md5
hisD	QvaPwFwo/GcH4bxHNcaTQQ	md5
hisD	AL0mhI2ihvOa3ldKkFNIQQ	md5
hisD	T5rfRObaDUgxzVulUf42+w	md5
hisD	zDHR1zDu1rzJgp7R88UFqQ	md5
hisD	A6sVliFStz/EHDpBnv4AlQ	md5
hisD	ypKuQ2awJsqrrWiQYZrZ2A	md5
hisD	kpJLBqdypfes7BacG6o7hQ	md5
hisD	RyvjVpdHwhLXodSbVS3aSg	md5
hisD	dDNJIu395rSraAzqxk76rw	md5
hisD	+MXjl9rcAXGjGxhrDdPRkw	md5
hisD	3bC1+6vj6hNE6L8TqAUsJQ	md5
hisD	TYwSspQb3frXi0HAyqw7Fg	md5
hisD	2z888pS42HHDcOTQizT7VQ	md5
hisD	Upu2oDTbbu5xDxOtq21f6g	md5
hisD	nidDOHFJiv4lpngJekAVMA	md5
hisD	A5EfDaiiUBwk2oo91j6rIw	md5
hisD	qg1PYZT4a6hdRsI+Q/EOSw	md5
hisD	iP3R82cSRqxYhvddTB5tJw	md5
hisD	cdXI81SK4/rDjb9EvDYE0Q	md5
hisD	gkUxB0ZuMFeR1q9DE5mjIQ	md5
hisD	rg/t++LyVcQkQkVC3UcOow	md5
hisD	STdkmSmsWE+fWr1Yhtj7kA	md5
hisD	eMLZqLqSChnpcfj4H+rVXw	md5
hisD	hl82lwIft00tqmix3Xuodw	md5
hisD	csV+Zcmcgq5xy65NTOlOwQ	md5
hisD	7xvfdlE6qvQi3crjqY5yfA	md5
hisD	EXA3mUzbPWLFO982eNiI9g	md5
hisD	d8B0SSd9szoEefzITBmU+g	md5
hisD	FNXKBAOTX2M49c5cU+IaOQ	md5
hisD	JKU7f3QiRwg4/1QWqOQfhA	md5
hisD	KHzEtYSJ+UdDbnVH2zBGlg	md5
hisD	Hfzrfm7M5K/2GxQBmU8DRw	md5
hisD	FgY7Un1UCVOtIs2rRzl0Ng	md5
hisD	d+StONaC4Uemo9R1YwGnfg	md5
hisD	lC1uP0T+JtIUJCJw/Sqmkg	md5
hisD	mU8IV5zW+ZrI1McvYX2UkA	md5
hisD	baEmj5GtUn0LuMO+03Xx1g	md5
hisD	SmtEXgKXbelQI+qokyRRQw	md5
hisD	km0+36pLOLGBgqKv/TXlAQ	md5
hisD	0krrRQoywY3NEszbm6Bcaw	md5
hisD	qnWv7TMKBZU7+qjKXp5Hkw	md5
hisD	crdc5ZUKtk8r+rqypRQqsQ	md5
hisD	ujr6wjtdoDxXghhyzrZXBg	md5
hisD	00hzF221QrVBwL3jPikPCA	md5
hisD	RY04tls1SZcrJMZdZ3mKuQ	md5
hisD	TeF2ja8CWtYTH/cxzPlvSQ	md5
hisD	6Gk8KSxBsr1EylLlTUdKrg	md5
hisD	5MzUNDPh81WAy8wrmX92Pw	md5
hisD	x4Cl/xbyaEc7nFSd+kRwfw	md5
hisD	SdjmH3aFiRi3lHoBcvkGaQ	md5
hisD	nbG5JNA7ljNTBtkRuqF35w	md5
hisD	zLhjY5e0qPasu2FuB/Dy0A	md5
hisD	3zddXT2oMPGlDvlfL7nikw	md5
hisD	g6EoWSoVHM7i9bkyA9HkTg	md5
hisD	rj6pqJ1z/maLp3wbU9pZHA	md5
hisD	FmfDUK2uuHOV7zOoMwh+kw	md5
hisD	toih3J+cmf2w3f4pX6kHWw	md5
hisD	PHblBoQh8N4i7De1+atTdw	md5
hisD	poLf9qYBLGacgFohgjOxgw	md5
hisD	3Sh228/a4EX67WLDpy7ipQ	md5
hisD	FdIkqBBxE9ByvbcMesPPOg	md5
hisD	5byvJDuGQ0eE6kqcRPZFAQ	md5
hisD	2tLdkHn8U1KgOtUNL1xVcw	md5
hisD	okbxqt4QbAPEswE/CsHnqw	md5
hisD	X0UEBSILPc4XZ8vOT/CS8g	md5
hisD	oZ5Kj5LimR5qk6eWI09wqg	md5
hisD	AFUYEy7T4YuW39HEvT9fuA	md5
hisD	PatfXcxtzfcVpGa8xAoIjQ	md5
hisD	3pwbDK4JNCTAjJYZW9NpOw	md5
hisD	y8Yg/SXDB3OgIuMgDMIdLA	md5
hisD	g2wVYr0jkM9qv3BSZxeadg	md5
hisD	UkGLAfv+b148hgxGWMPGNA	md5
hisD	sv/9sQgUVSY8S2av01/TxA	md5
hisD	ef1lPULxxA0ncWNG76dUjQ	md5
hisD	Lj5DQEKSex6aqCMC6FbBHw	md5
hisD	MD6ekXbE/KBDoLUoH0CfLw	md5
hisD	PlRIcYG2J+Eb8Goz7zDXaA	md5
hisD	WufmdIk8HYWvLmllcVh3Eg	md5
hisD	Nub4ibuSLfma+Wnacn9P5A	md5
hisD	VLygjyTDJTA5XZreoI5WhA	md5
hisD	TzzL56c+fvmNqajiDn7u1A	md5
hisD	5SKPssjavKjhA9ZowUoPjQ	md5
hisD	Q2gPNCYrk9aLBaRDMahd7g	md5
hisD	nbhn8wMS5Yj3rO8eCFL1oA	md5
hisD	RVRRp4eyMRZ/9yUpNG8r8Q	md5
hisD	Lh1ghcg8l8jRkT1aY81Tig	md5
hisD	8yMcYBUQ/skUpLazsEC/Qw	md5
hisD	62FS6na3KgHdx9YraLE1DQ	md5
hisD	FEg10rvquPesjnAovSPHMw	md5
hisD	4P0NG9y65zrGdkClNBQAaw	md5
hisD	8vrE5VnlFEK7v4MsyB9PnA	md5
hisD	fw67yTQE+sZqUdHFc9cCpg	md5
hisD	NnzX2jsS4vt8hap3yupWEg	md5
hisD	suAD+Y122nzgrMs5KW9KLg	md5
hisD	3wlQuuMEEVCYRDKJFCZs5g	md5
hisD	aGlJT2TmYC1rgtVOpH8wDg	md5
hisD	d8o8RalNWzlcopirF4v2yA	md5
hisD	5Em4k7C6V/Q8SDmB0VOMgw	md5
hisD	gA/KuorwweXK3p/ctI1sXg	md5
hisD	5CZyuT/3seVw1dLpgcH/qw	md5
hisD	J3cMLpVBNAWcz/jpkRJ62w	md5
hisD	I+Pqu+O5JN07E44dx3i91A	md5
hisD	XftcLlsK1HnSMbCTfv96cA	md5
hisD	IlKAXjZw7sW7UUnxjUlTMQ	md5
hisD	m7eQuKBR5KrRCMZFgQOEbg	md5
hisD	8tcfuo6oNKZ0DVPzw1odOw	md5
hisD	T2h3NLnCV6j8N7ru2zAVAA	md5
hisD	jyqt7YISIrGY7IkTMmjBFQ	md5
hisD	OTGRDtxyyRLNblrZOFz6Ug	md5
hisD	dPrFZaf6ce49yRWKSYBfQA	md5
hisD	+sNyJgIJ6R7ZMtmmzhOxEw	md5
hisD	agXorRZUJswD2EmdomUFpg	md5
hisD	r3gwT7k1r8SqDjUZ0ef8Dg	md5
hisD	GhWfYX8GhNHAO99fJU7G8w	md5
hisD	M3Tse1hhgWLMNJbA8UUCVg	md5
hisD	C3Jdah1JmjQmyLTu78/QaA	md5
hisD	SySrNWsc1R/ix77KJ5Yevg	md5
hisD	S4q9sOh2lkyY0kDKIdSkKg	md5
hisD	uMMFD03P0b49baxMrgM0ew	md5
hisD	82jmxyNdTYMn8VioP5P5qQ	md5
hisD	FRcIF3tpHaHLrSmGZKqvsg	md5
hisD	+jEDf+diLw+MZ0DQVbXx/A	md5
hisD	iPv8fGh3FfYNDiMjfMWU0Q	md5
hisD	3x4Ond8I4NkvPZ3vH3gGdw	md5
hisD	r0KuOCfMoZKFv4ai0f9XfQ	md5
hisD	3eD2r938WhT1DPvMHamgtA	md5
hisD	dmQTzDJuW4JHzbcUbQ2eag	md5
hisD	ZyXRPuDXTPGIC6Xqp7YTTA	md5
hisD	bcgfWo9VHwlFgEQ0c+NvLA	md5
hisD	vDs6maHiZ0u7kKUZoVwWYw	md5
hisD	FlUIlwQR/TZFkhYrSqZmdA	md5
hisD	mZ4IPE45tCpVoyYeuGZs7Q	md5
hisD	OzFAlqzIGcNTz7Q5PfPC3g	md5
hisD	sJ12RRgwS8VZQcItJgLDRA	md5
hisD	3/MW8l6T3Ddh9/Q/kwVLjw	md5
hisD	BaX1d/BYzZOVwpnLco2+Lg	md5
hisD	Y4MZfF4Dv51xqFOw4PEaDA	md5
hisD	5/+xcNEgfgHoDmP3oc7Shw	md5
hisD	bPzjFzZA6CoJ15z0vkCRQQ	md5
hisD	FNYOE11Y8wVqWpZrBZrarg	md5
hisD	NeqjFkT9q6n+KLcQ621hhw	md5
hisD	R64KUQOj/lTo7Gi+GcaNnQ	md5
hisD	XqiUycYS0ecPJuTz8fX08w	md5
hisD	yDkAPqVPKQM7/LHqH2F6DA	md5
hisD	9OE/BGEq4ggDvB1ydOo4iw	md5
hisD	IgZ6Eqd1QaeOFNbTGI9fCw	md5
hisD	kldIBRayw5ow6CHV4GvKrw	md5
hisD	k1Ky7r1XRP5KIalBg0qQiQ	md5
hisD	BY+TKBUr8I6VMlCI+c7OBQ	md5
hisD	yye/loWhuOM7S+j1ecZ8ig	md5
hisD	+b2Dy42kfWuWdrOO96mftg	md5
hisD	IIgThc1ZC26WdzsQyE7bAw	md5
hisD	JAglpGOVyOn+y02jq0JyHQ	md5
hisD	4h283f6B14N5+6AQemNW8w	md5
hisD	ffWUyzDX8W1cEXiz5qOVng	md5
hisD	GFDftfCWLG2uoY0wqML88w	md5
hisD	ESHknFVjC5KrdTdkPRs6wA	md5
hisD	jxSctOzqtgHzZRtBKxZmLQ	md5
hisD	9y6/WLaFgrGJSnJ7NehklA	md5
hisD	5svU7pC3E++Aw0VinT+5NQ	md5
hisD	2qkCgUUd07lucpsBhsg9eg	md5
hisD	qtKsdkczow7ZYAZjBBE9cA	md5
hisD	F29vK/YN+ZKX+qNJ9avLKw	md5
hisD	9GjnJubi7L+nK7W6jihGZQ	md5
hisD	08tx3sKtmu/24TQB+gZofQ	md5
hisD	A13zA+E6G+xL6WnVX5I4wA	md5
hisD	6cXgtu7/r3sK+PvD7a5E1Q	md5
hisD	tnnRKpXOf+PVeNdecR1HSg	md5
hisD	M+IyiX5Chv/J/CqXhtBrow	md5
hisD	YaLN8VAcREmeqJcgPHLFpg	md5
hisD	uE0kPWwrZ8DSNeiluLqFgg	md5
hisD	9/QVzydgjzEYF3djPqzxjg	md5
hisD	7G5E1XATKTNg76Vy3KseKA	md5
hisD	fw7UMSq/t4LzxLoeD2YhtQ	md5
hisD	iaOowuLcylAzJqL5LJ9PCw	md5
hisD	QMVo+U+PLMCJ3Iit42s+ug	md5
hisD	m6pdTAZ5O+Bb/QayZj4t2g	md5
hisD	QydG4Rf06LZYBagKyLhgsw	md5
hisD	CMN7KO6XHWNTmPrnTaIJQQ	md5
hisD	iHw/9Xl7aeuvyGsv2NjmHA	md5
hisD	Y+Zc+nclGh5Szm3DB/MIFQ	md5
hisD	eyuk9JlOTrB7xHUdtjuo4w	md5
hisD	neL6c6Oyn+yvilMfjYuBEg	md5
hisD	0F2NNVEBDaB442+sNnJvaQ	md5
hisD	It1z18WqzeyixTPVN0YJDw	md5
hisD	WlsyR9RfaOBIMeZyCvD05A	md5
hisD	JNAjKyHNvFAp9zbJhBlF/g	md5
hisD	3BNojuTpJot6ImpaX54Njw	md5
hisD	e9Z4H9k/+0w8ZxRtyRXvxQ	md5
hisD	s4vbqbQMYwgZd/IVlJwhWw	md5
hisD	RxVuQLWV0NIxSQyCti+B2A	md5
hisD	Lu3n6p0nnUrhPE3xMaw48Q	md5
hisD	k2usnkfF3FXJ7fWxUV9skw	md5
hisD	zMi1e6HTEip8133laIk1Ew	md5
hisD	Nl/rslZEJ/SN0vmJxyc5PQ	md5
hisD	Kwm7+EpuS5jCeWrMNnwjmw	md5
hisD	5BdSvvOplU8R9XlESB7b1Q	md5
hisD	a9LMkdxNB502oSmvKdI8Qg	md5
hisD	Z46ahdhdfHxe64E46E866A	md5
hisD	UehtF1lneQtljpmmthaBCg	md5
hisD	PqL4718Olju12K46JZ+wdg	md5
hisD	OGqxPpMavQTwZYRaBSuj6Q	md5
hisD	5Kw2cG6PhMhNZFg1gujYGg	md5
hisD	fVGyuYZkboQIyG5OQYhHyg	md5
hisD	QsftFDDMdQXLeIhgNZnqZg	md5
hisD	IttxW6dkczyZnoC9pwnj1Q	md5
hisD	u9RH318yI5mOhJnMPIH8SA	md5
hisD	4CifjYfsSQBqAi1k6/TXVQ	md5
hisD	iveWhwCxUb9pFVxmDX529g	md5
hisD	Lg+l/gDcM9x/h25HH/9vzA	md5
hisD	Wn30+u8MI/DsrR+3OLNobQ	md5
hisD	4NMe8/OoUQHtD7P2MClZpQ	md5
hisD	hCLyCKlObEtOBdaz4VuHxw	md5
hisD	pxhyDmLLVKFrH9kUQaG9Bw	md5
hisD	JyTDlmxEH+/6eogQ//nAZw	md5
hisD	bOoeTv+sxz4778cHih4OEA	md5
hisD	ACVeDaMaAduuD5EEZXHULQ	md5
hisD	uWXj8HcMRgeEllNHK1+2Gw	md5
hisD	SQcPs2gtOKXtClOWwRKarg	md5
hisD	VTgt5HcZ0x/Mqfyp+BS9/g	md5
hisD	BABIidM5qaopYLuMgVXtjw	md5
hisD	y5ezaZCIZ5eNUyTbk8OjjQ	md5
hisD	FCw20oJkrlPbK3gT/D/oXg	md5
hisD	Q9SPT7Oi2649xDy4Iuh1zA	md5
hisD	CDBxpSkyWT58gF6Var1gRw	md5
hisD	BFFyAiWBXdgIN0fIVwac/A	md5
hisD	xhqAH1jZXH5c3j5m5MQoHg	md5
hisD	cYR0QP0jny20P1XFNqzRqA	md5
hisD	F2UFWeH/41eP6k7mv1Uppg	md5
